 "name" , "platformName" , "platformUrl" , "numberOfSeason" ,
 "Meadowlands" , "E4" , "https://www.independent.co.uk/news/media/tv-radio/is-this-a-magic-formula-to-attract-young-people-back-to-television-1835376.html" , "1" ,
 "Lah-Lah's Big Live Band" , "Nick Jr." , "http://www.skygo.co.nz" , "1" ,
 "Lah-Lah's Big Live Band" , "Nick Jr." , "http://www.nickjr.com.au/" , "1" ,
 "Lah-Lah's Big Live Band" , "Nick Jr." , "http://www.nickjr.com.au" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.marylenebergmann.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.rtl9.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "https://web.archive.org/web/20081126142118/http:/www.csa.fr/upload/publication/01-07-02%20RTL9.pdf" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.marylenebergmann.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.rtl9.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "https://web.archive.org/web/20081126142118/http:/www.csa.fr/upload/publication/01-07-02%20RTL9.pdf" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.marylenebergmann.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.rtl9.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "https://web.archive.org/web/20081126142118/http:/www.csa.fr/upload/publication/01-07-02%20RTL9.pdf" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.marylenebergmann.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.rtl9.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "https://web.archive.org/web/20081126142118/http:/www.csa.fr/upload/publication/01-07-02%20RTL9.pdf" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.marylenebergmann.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.rtl9.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "https://web.archive.org/web/20081126142118/http:/www.csa.fr/upload/publication/01-07-02%20RTL9.pdf" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.marylenebergmann.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "http://www.rtl9.com/" , "1" ,
 "Le Grand Raid" , "RTL9" , "https://web.archive.org/web/20081126142118/http:/www.csa.fr/upload/publication/01-07-02%20RTL9.pdf" , "1" ,
 "Le Grand Raid" , "RTS 1" , "http://www.rts.ch/tv" , "1" ,
 "Le Grand Raid" , "RTS 1" , "http://www.rts.ch/tv" , "1" ,
 "Le Grand Raid" , "RTS 1" , "http://www.rts.ch/tv" , "1" ,
 "Le Grand Raid" , "RTS 1" , "http://www.rts.ch/tv" , "1" ,
 "Le Grand Raid" , "RTS 1" , "http://www.rts.ch/tv" , "1" ,
 "Le Grand Raid" , "RTS 1" , "http://www.rts.ch/tv" , "1" ,
 "Meadowlands" , "Showtime" , "http://www.showtimeanytime.com/" , "1" ,
 "Meadowlands" , "Showtime" , "https://www.showtime.com/" , "1" ,
 "Meadowlands" , "Showtime" , "https://www.amazon.com/b/ref=atv_hm_hom_5_c_t_3_zcasho3%3F_encoding=UTF8&benefitId=showtimeSub&node=2858778011" , "1" ,
 "Meadowlands" , "Showtime" , "https://www.sho.com/%7Csho.com" , "1" ,
 "Meadowlands" , "Showtime" , "https://www.apple.com/apple-tv-app/" , "1" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Dingbat" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "American Broadcasting Company" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-new-york/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://eyesofageneration.com/studios-page/abc-studios-west-coast/" , "2" ,
 "Heathcliff and Marmaduke" , "ABC HD" , "https://archive.org/details/beatingoddsun00gold" , "2" ,
 "Morden im Norden" , "Das Erste" , "http://mediathek.daserste.de/" , "2" ,
 "Morden im Norden" , "Das Erste" , "https://www.horizon.tv/de_ch/live-sender/live-channel.html/27920935406/Das-Erste-HD.html" , "2" ,
 "Morden im Norden" , "Das Erste" , "http://www.daserste.de/" , "2" ,
 "Morden im Norden" , "Das Erste" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=9XR0SZqHI_J6p7-uyA-MdfzAt_fo1x5Ad4Z1T5YP&autoplay=trueWatch" , "2" ,
 "Morden im Norden" , "Das Erste" , "http://live.daserste.de" , "2" ,
 "Morden im Norden" , "Das Erste" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000034_020027/location/65535.html%23action=watch" , "2" ,
 "München 7" , "Das Erste" , "http://mediathek.daserste.de/" , "4" ,
 "München 7" , "Das Erste" , "https://www.horizon.tv/de_ch/live-sender/live-channel.html/27920935406/Das-Erste-HD.html" , "4" ,
 "München 7" , "Das Erste" , "http://www.daserste.de/" , "4" ,
 "München 7" , "Das Erste" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=9XR0SZqHI_J6p7-uyA-MdfzAt_fo1x5Ad4Z1T5YP&autoplay=trueWatch" , "4" ,
 "München 7" , "Das Erste" , "http://live.daserste.de" , "4" ,
 "München 7" , "Das Erste" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000034_020027/location/65535.html%23action=watch" , "4" ,
 "SKAM France" , "France.tv Slash" , "http://www.leparisien.fr/culture-loisirs/tv/france-televisions-accelere-sur-la-fiction-numerique-17-03-2019-8033625.php%7Cjournal=" , "10" ,
 "SKAM France" , "France.tv Slash" , "http://www.leparisien.fr/culture-loisirs/tv/on-a-teste-france-tv-slash-le-nouveau-media-des-jeunes-06-02-2018-7544961.php%7Cjournal=" , "10" ,
 "SKAM France" , "France.tv Slash" , "https://www.france.tv/slash/" , "10" ,
 "Heathcliff and the Catillac Cats" , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Heathcliff and the Catillac Cats" , "France 3" , "http://www.france3.fr" , "2" ,
 "Heathcliff and the Catillac Cats" , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Heathcliff and the Catillac Cats" , "France 3" , "http://www.france3.fr" , "2" ,
 "Heathcliff Cats & Co." , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Heathcliff Cats & Co." , "France 3" , "http://www.france3.fr" , "2" ,
 "Heathcliff Cats & Co." , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Heathcliff Cats & Co." , "France 3" , "http://www.france3.fr" , "2" ,
 "Heathcliff und Riff Raff" , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Heathcliff und Riff Raff" , "France 3" , "http://www.france3.fr" , "2" ,
 "Heathcliff und Riff Raff" , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Heathcliff und Riff Raff" , "France 3" , "http://www.france3.fr" , "2" ,
 "Les Entrechats" , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Les Entrechats" , "France 3" , "http://www.france3.fr" , "2" ,
 "Les Entrechats" , "France 3" , "http://www.filmon.com/channel/france-3-alpes" , "2" ,
 "Les Entrechats" , "France 3" , "http://www.france3.fr" , "2" ,
 "SKAM France" , "France 4" , "http://www.france4.fr" , "10" ,
 "SKAM France" , "Culturebox" , "http://www.france4.fr" , "10" ,
 "SKAM France" , "La Trois" , "http://www.latrois.be/" , "10" ,
 "SKAM France" , "La Trois" , "http://www.rtbf.be/" , "10" ,
 "SKAM France" , "La Trois" , "https://web.archive.org/web/20080609222039/http:/www.rtbfmedia.be/TNT/" , "10" ,
 "Gruen Nation" , "ABC TV" , "https://iview.abc.net.au/show/abc-live-stream/video/IV1512H001S00%7CABC" , "14" ,
 "Gruen Nation" , "ABC TV" , "http://www.abc.net.au/tv/" , "14" ,
 "Gruen Nation" , "ABC TV" , "https://web.archive.org/web/19970613204649/http:/www.abc.net.au/" , "14" ,
 "Gruen Nation" , "ABC TV" , "https://web.archive.org/web/19991127180626/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Nation" , "ABC TV" , "https://web.archive.org/web/20000229191052/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Nation" , "ABC TV" , "https://web.archive.org/web/20011003192535/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Nation" , "ABC TV" , "https://www.abc.net.au/tv" , "14" ,
 "Gruen Nation" , "ABC TV" , "http://iview.abc.net.au/shows" , "14" ,
 "Gruen Planet" , "ABC TV" , "https://iview.abc.net.au/show/abc-live-stream/video/IV1512H001S00%7CABC" , "14" ,
 "Gruen Planet" , "ABC TV" , "http://www.abc.net.au/tv/" , "14" ,
 "Gruen Planet" , "ABC TV" , "https://web.archive.org/web/19970613204649/http:/www.abc.net.au/" , "14" ,
 "Gruen Planet" , "ABC TV" , "https://web.archive.org/web/19991127180626/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Planet" , "ABC TV" , "https://web.archive.org/web/20000229191052/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Planet" , "ABC TV" , "https://web.archive.org/web/20011003192535/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Planet" , "ABC TV" , "https://www.abc.net.au/tv" , "14" ,
 "Gruen Planet" , "ABC TV" , "http://iview.abc.net.au/shows" , "14" ,
 "Gruen Sweat" , "ABC TV" , "https://iview.abc.net.au/show/abc-live-stream/video/IV1512H001S00%7CABC" , "14" ,
 "Gruen Sweat" , "ABC TV" , "http://www.abc.net.au/tv/" , "14" ,
 "Gruen Sweat" , "ABC TV" , "https://web.archive.org/web/19970613204649/http:/www.abc.net.au/" , "14" ,
 "Gruen Sweat" , "ABC TV" , "https://web.archive.org/web/19991127180626/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Sweat" , "ABC TV" , "https://web.archive.org/web/20000229191052/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Sweat" , "ABC TV" , "https://web.archive.org/web/20011003192535/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "Gruen Sweat" , "ABC TV" , "https://www.abc.net.au/tv" , "14" ,
 "Gruen Sweat" , "ABC TV" , "http://iview.abc.net.au/shows" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "https://iview.abc.net.au/show/abc-live-stream/video/IV1512H001S00%7CABC" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "http://www.abc.net.au/tv/" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "https://web.archive.org/web/19970613204649/http:/www.abc.net.au/" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "https://web.archive.org/web/19991127180626/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "https://web.archive.org/web/20000229191052/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "https://web.archive.org/web/20011003192535/http:/www.abc.net.au/tv/defaultIE4.htm" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "https://www.abc.net.au/tv" , "14" ,
 "The Gruen Transfer" , "ABC TV" , "http://iview.abc.net.au/shows" , "14" ,
 "Kuzhina e Djallit" , "Top Channel" , "http://www.top-channel.tv" , "3" ,
 "Sweet J Presents" , "Adult Swim" , "https://www.adultswim.com/" , "11" ,
 "Sweet J Presents" , "Adult Swim" , "https://www.adultswim.com/simulcast%7CLive" , "11" ,
 "Sweet J Presents" , "Adult Swim" , "https://www.adultswim.com/" , "11" ,
 "Sweet J Presents" , "Adult Swim" , "https://www.adultswim.com/simulcast%7CLive" , "11" ,
 "Rick Mercer's Monday Report" , "CBC Television" , "http://www.cbc.ca/frequency/index.html" , "15" ,
 "Rick Mercer's Monday Report" , "CBC Television" , "https://web.archive.org/web/20080607130928/http:/www.cbc.radio-canada.ca/" , "15" ,
 "Rick Mercer's Monday Report" , "CBC Television" , "https://web.archive.org/web/20081210071708/http:/www.broadcasting-history.ca/networks/networks_CBC_Television.html" , "15" ,
 "Rick Mercer's Monday Report" , "CBC Television" , "https://web.archive.org/web/20090327144425/http:/www.cbc.ca/newsbrand/cbcnews-montage20060109.wmv" , "15" ,
 "Rick Mercer's Monday Report" , "CBC Television" , "https://www.cbc.ca/television/" , "15" ,
 "Pam: Girl on the Loose!" , "E! Entertainment Television" , "http://la.eonline.com/preindex.php" , "1" ,
 "Pam: Girl on the Loose!" , "E! Entertainment Television" , "http://www.eonline.com" , "1" ,
 "Ace of Space" , "MTV" , "http://www.mtvindia.com" , "2" ,
 "Heidi 3D" , "ZDF" , "http://www.filmon.com/tv/zdf" , "2" ,
 "Heidi 3D" , "ZDF" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=eY_A-nCwden57XX-jzVz8VuON7LEcwfdTN20iXbk&autoplay=true" , "2" ,
 "Heidi 3D" , "ZDF" , "https://m.youtube.com/channel/UC_EnhS-vNDc6Eo9nyQHC2YQ" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000035_020028/location/65535.html%23action=watch" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.zdf.de/live-tv" , "2" ,
 "Heidi 3D" , "ZDF" , "http://www.filmon.com/tv/zdf" , "2" ,
 "Heidi 3D" , "ZDF" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=eY_A-nCwden57XX-jzVz8VuON7LEcwfdTN20iXbk&autoplay=true" , "2" ,
 "Heidi 3D" , "ZDF" , "https://m.youtube.com/channel/UC_EnhS-vNDc6Eo9nyQHC2YQ" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000035_020028/location/65535.html%23action=watch" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.zdf.de/live-tv" , "2" ,
 "Heidi 3D" , "ZDF" , "http://www.filmon.com/tv/zdf" , "2" ,
 "Heidi 3D" , "ZDF" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=eY_A-nCwden57XX-jzVz8VuON7LEcwfdTN20iXbk&autoplay=true" , "2" ,
 "Heidi 3D" , "ZDF" , "https://m.youtube.com/channel/UC_EnhS-vNDc6Eo9nyQHC2YQ" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000035_020028/location/65535.html%23action=watch" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.zdf.de/live-tv" , "2" ,
 "Heidi 3D" , "ZDF" , "http://www.filmon.com/tv/zdf" , "2" ,
 "Heidi 3D" , "ZDF" , "https://livetv.canaldigitaal.nl/livetv%3FchannelType=available&assetId=eY_A-nCwden57XX-jzVz8VuON7LEcwfdTN20iXbk&autoplay=true" , "2" ,
 "Heidi 3D" , "ZDF" , "https://m.youtube.com/channel/UC_EnhS-vNDc6Eo9nyQHC2YQ" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.ziggogo.tv/nl/tv/channel-asset.html/lgi-nl-prod-master%3ANL_000035_020028/location/65535.html%23action=watch" , "2" ,
 "Heidi 3D" , "ZDF" , "https://www.zdf.de/live-tv" , "2" ,
 "Peep" , "TLC" , "http://www.tlc-tv.ru/" , "5" ,
 "Peep" , "TLC" , "https://web.archive.org/web/20060303110950/http:/www.tlcnorge.no/" , "5" ,
 "Peep" , "TLC" , "http://www.tlc.com/" , "5" ,
 "Peep" , "TLC" , "http://www.tlcpolska.pl" , "5" ,
 "Peep" , "TVOkids" , "https://www.youtube.com/watch%3Fv=SD3Ot30ITvU" , "5" ,
 "Peep" , "TVOkids" , "https://www.youtube.com/watch%3Fv=eLat9tuQ2ro" , "5" ,
 "Peep" , "TVOkids" , "http://www.tvokids.com/" , "5" ,
 "eXtra Factor" , "Antena 1" , "http://www.a1.ro" , "9" ,
 "eXtra Factor" , "Antena 1" , "http://www.observatornews.ro" , "9" ,
 "The Farm" , "Pink" , "http://www.pink.rs" , "7" ,
 "The Farm" , "Pink" , "http://www.rtvpink.com" , "7" ,
 "The Farm" , "Pink" , "http://www.pink.rs" , "7" ,
 "The Farm" , "Pink" , "http://www.rtvpink.com" , "7" ,
 "eXtra Factor" , "Kaufland" , "https://www.kaufland.md/" , "9" ,
 "eXtra Factor" , "Kaufland" , "https://web.archive.org/web/20091014115755/http:/www.ebrd.com/new/pressrel/2009/090724c.htm" , "9" ,
 "eXtra Factor" , "Kaufland" , "http://www.kaufland-online.sk" , "9" ,
 "eXtra Factor" , "Kaufland" , "http://www.kaufland.bg" , "9" ,
 "eXtra Factor" , "Kaufland" , "http://www.kaufland.cz" , "9" ,
 "eXtra Factor" , "Kaufland" , "http://www.kaufland.hr" , "9" ,
 "eXtra Factor" , "Kaufland" , "http://www.kaufland.pl" , "9" ,
 "eXtra Factor" , "Kaufland" , "http://www.kaufland.ro" , "9" ,
 "Our Little Clinic" , "Nova TV" , "http://dnevnik.hr/" , "7" ,
 "Our Little Clinic" , "Nova TV" , "http://www.novatv.hr" , "7" ,
 "The Diplomat" , "BBC HD" , "http://www.bbc.co.uk/bbchd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20060705040423/http:/www.bbc.co.uk/hd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20080201093035/http:/www.bbc.co.uk/hd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20121110205210/http:/www.bbc.co.uk/bbctrust/assets/files/pdf/consult/hdtv/pvt_final_conclusions.pdf" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20121124071215/http:/www.bbc.co.uk/bbchd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://www.bbc.co.uk/bbchd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://www.bbc.co.uk/bbctrust/assets/files/pdf/consult/hdtv/pvt_final_conclusions.pdf" , "1" ,
 "The Diplomat" , "BBC HD" , "http://www.bbc.co.uk/bbchd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20060705040423/http:/www.bbc.co.uk/hd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20080201093035/http:/www.bbc.co.uk/hd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20121110205210/http:/www.bbc.co.uk/bbctrust/assets/files/pdf/consult/hdtv/pvt_final_conclusions.pdf" , "1" ,
 "The Diplomat" , "BBC HD" , "https://web.archive.org/web/20121124071215/http:/www.bbc.co.uk/bbchd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://www.bbc.co.uk/bbchd/" , "1" ,
 "The Diplomat" , "BBC HD" , "https://www.bbc.co.uk/bbctrust/assets/files/pdf/consult/hdtv/pvt_final_conclusions.pdf" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.bbcaustralia.com/channels/uktv" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.bbcnewzealand.com/channels/uktv/" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.bbcaustralia.com/channels/uktv/" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.uktv.co.nz" , "1" ,
 "The Diplomat" , "BBC UKTV" , "https://web.archive.org/web/20150728025801/http:/www.bbcnewzealand.com/channels/uktv/" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.bbcaustralia.com/channels/uktv" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.bbcnewzealand.com/channels/uktv/" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.bbcaustralia.com/channels/uktv/" , "1" ,
 "The Diplomat" , "BBC UKTV" , "http://www.uktv.co.nz" , "1" ,
 "The Diplomat" , "BBC UKTV" , "https://web.archive.org/web/20150728025801/http:/www.bbcnewzealand.com/channels/uktv/" , "1" ,
 "Piers Morgan Tonight" , "Cable News Network" , "https://go.cnn.com/%3Fstream=cnn" , "3" ,
 "Piers Morgan Tonight" , "Cable News Network" , "https://cnn.com" , "3" ,
 "Piers Morgan Tonight" , "Cable News Network" , "https://www.cnn.com/" , "3" ,
 "Project Runway Middle East" , "MBC 1" , "http://shahid.mbc.net/ar/channel/7892/MBC1.html" , "2" ,
 "Project Runway Middle East" , "MBC 1" , "https://www.youtube.com/mbc" , "2" ,
 "Project Runway Middle East" , "MBC 1" , "http://www.mbc.net/mbc1" , "2" ,
 "Project Runway Middle East" , "MBC 1" , "http://shahid.mbc.net/ar/channel/7892/MBC1.html" , "2" ,
 "Project Runway Middle East" , "MBC 1" , "https://www.youtube.com/mbc" , "2" ,
 "Project Runway Middle East" , "MBC 1" , "http://www.mbc.net/mbc1" , "2" ,
 "Project Runway Middle East" , "MBC Masr" , "http://www.mbc.net/ar/mbc-maser.html" , "2" ,
 "Project Runway Middle East" , "MBC Masr" , "http://www.mbc.net/ar/mbc-maser.html" , "2" ,
 "Chop Suey Trio" , "Nicktoons" , "http://decider.com/2016/06/14/the-oral-history-of-nicktoons-part-i-how-the-storied-animation-block-came-to-be/" , "1" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "2" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "2" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://qazaqstan.tv/" , "2" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "2" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "2" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://qazaqstan.tv/" , "2" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "5" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "5" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://qazaqstan.tv/" , "5" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "http://kaztrk.kz/rus/" , "5" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://kaztv.kaztrk.kz/kz/online" , "5" ,
 "The Voice of Kazakhstan" , "Qazaqstan" , "https://qazaqstan.tv/" , "5" ,
